Instant,Riders,Season,Month,Hour,Holiday,Weekday,Workday,Weather,Temperature,Humidity,Wind
15033,702,4,9,13,0,0,0,1,77,.38,.1642
15034,666,4,9,14,0,0,0,1,77,.38,.194
15035,640,4,9,15,0,0,0,1,77,.33,.2239
15036,691,4,9,16,0,0,0,1,77,.33,.3284
15037,723,4,9,17,0,0,0,1,66,.35,.2985
15038,540,4,9,18,0,0,0,1,64,.37,.194
15039,413,4,9,19,0,0,0,1,63,.42,.1642
15040,252,4,9,20,0,0,0,1,63,.42,.1642
15041,196,4,9,21,0,0,0,2,63,.48,.1045
15042,138,4,9,22,0,0,0,1,63,.48,0
15043,100,4,9,23,0,0,0,2,61,.59,.1045
15044,64,4,9,0,0,1,1,1,57,.63,.194
15045,18,4,9,1,0,1,1,1,57,.67,.1343
15046,8,4,9,2,0,1,1,2,57,.63,.1343
15047,5,4,9,3,0,1,1,1,57,.63,.1642
15048,8,4,9,4,0,1,1,1,55,.67,.1045
15049,37,4,9,5,0,1,1,1,57,.63,0
15050,168,4,9,6,0,1,1,1,57,.59,0
15051,530,4,9,7,0,1,1,1,57,.67,.1343
15052,750,4,9,8,0,1,1,1,61,.55,.194
15053,328,4,9,9,0,1,1,1,63,.52,.194
15054,198,4,9,10,0,1,1,1,64,.49,.2239
15055,238,4,9,11,0,1,1,1,66,.37,.194
15056,342,4,9,12,0,1,1,1,66,.35,.2985
15057,328,4,9,13,0,1,1,1,77,.31,.2985
15058,303,4,9,14,0,1,1,1,75,.28,0
15059,300,4,9,15,0,1,1,1,77,.31,0
15060,516,4,9,16,0,1,1,1,68,.3,.2537
15061,898,4,9,17,0,1,1,1,68,.3,0
15062,853,4,9,18,0,1,1,1,64,.37,.1642
15063,590,4,9,19,0,1,1,1,63,.39,.1343
15064,432,4,9,20,0,1,1,1,63,.52,.1045
15065,256,4,9,21,0,1,1,1,61,.51,.1343
15066,172,4,9,22,0,1,1,1,61,.51,.2239
15067,94,4,9,23,0,1,1,1,57,.63,.1343
15068,64,4,9,0,0,2,1,1,57,.67,.1642
15069,13,4,9,1,0,2,1,1,55,.72,.1343
15070,14,4,9,2,0,2,1,1,54,.77,.1343
15071,5,4,9,3,0,2,1,1,54,.71,.0896
15072,9,4,9,4,0,2,1,1,54,.71,.1343
15073,47,4,9,5,0,2,1,1,54,.77,.0896
15074,194,4,9,6,0,2,1,1,55,.77,.2239
15075,556,4,9,7,0,2,1,1,55,.77,.194
15076,805,4,9,8,0,2,1,1,59,.67,.194
15077,409,4,9,9,0,2,1,1,64,.56,.2537
15078,170,4,9,10,0,2,1,1,66,.52,.2985
15079,218,4,9,11,0,2,1,1,77,.46,.2985
15080,302,4,9,12,0,2,1,1,77,.43,.2836
15081,305,4,9,13,0,2,1,1,77,.47,.2537
15082,293,4,9,14,0,2,1,1,77,.39,.3284
15083,303,4,9,15,0,2,1,1,77,.36,.3284
15084,495,4,9,16,0,2,1,1,77,.39,.2985
15085,967,4,9,17,0,2,1,1,77,.39,.2836
15086,822,4,9,18,0,2,1,1,77,.41,.2239
15087,539,4,9,19,0,2,1,1,77,.5,.2537
15088,425,4,9,20,0,2,1,1,77,.56,.2985
15089,297,4,9,21,0,2,1,1,77,.56,.2985
15090,188,4,9,22,0,2,1,1,77,.56,.2836
15091,98,4,9,23,0,2,1,1,77,.56,.3284
15092,40,4,9,0,0,3,1,1,68,.64,.2985
15093,29,4,9,1,0,3,1,1,68,.64,.3284
15094,17,4,9,2,0,3,1,2,68,.64,.2836
15095,10,4,9,3,0,3,1,2,68,.64,.2836
15096,14,4,9,4,0,3,1,1,66,.73,.2537
15097,36,4,9,5,0,3,1,1,66,.73,.2239
15098,182,4,9,6,0,3,1,1,64,.73,.194
15099,532,4,9,7,0,3,1,1,64,.77,.1343
15100,838,4,9,8,0,3,1,1,66,.73,.2985
15101,334,4,9,9,0,3,1,1,75,.64,.194
15102,185,4,9,10,0,3,1,1,73,.73,.2836
15103,227,4,9,11,0,3,1,1,77,.61,.2537
15104,316,4,9,12,0,3,1,1,79,.61,.2239
15105,340,4,9,13,0,3,1,1,81,.58,.2239
15106,277,4,9,14,0,3,1,1,82,.48,.2836
15107,300,4,9,15,0,3,1,1,82,.48,.2985
15108,468,4,9,16,0,3,1,1,82,.45,.2836
15109,953,4,9,17,0,3,1,1,82,.48,.2985
15110,884,4,9,18,0,3,1,1,82,.48,.2239
15111,627,4,9,19,0,3,1,1,81,.54,.1642
15112,434,4,9,20,0,3,1,1,77,.69,.194
15113,360,4,9,21,0,3,1,1,77,.65,.194
15114,215,4,9,22,0,3,1,3,75,.69,.194
15115,115,4,9,23,0,3,1,2,72,.78,.2537
15116,65,4,9,0,0,4,1,1,72,.78,.0896
15117,21,4,9,1,0,4,1,1,72,.78,.0896
15118,16,4,9,2,0,4,1,1,72,.78,.0896
15119,7,4,9,3,0,4,1,1,72,.78,0
15120,8,4,9,4,0,4,1,1,66,.94,.1343
15121,66,4,9,5,0,4,1,1,68,.83,0
15122,169,4,9,6,0,4,1,1,66,.88,.0896
15123,558,4,9,7,0,4,1,1,72,.78,0
15124,794,4,9,8,0,4,1,1,75,.71,.0896
15125,335,4,9,9,0,4,1,1,77,.65,0
15126,208,4,9,10,0,4,1,2,81,.51,.2836
15127,294,4,9,11,0,4,1,2,82,.51,.1642
15128,335,4,9,12,0,4,1,2,82,.48,.1343
15129,326,4,9,13,0,4,1,2,82,.48,0
15130,258,4,9,14,0,4,1,2,84,.45,.0896
15131,296,4,9,15,0,4,1,2,84,.45,0
15132,472,4,9,16,0,4,1,2,82,.58,.3284
15133,905,4,9,17,0,4,1,2,77,.69,.2985
15134,899,4,9,18,0,4,1,2,77,.69,.2239
15135,559,4,9,19,0,4,1,1,77,.65,.1343
15136,457,4,9,20,0,4,1,2,75,.69,.2239
15137,253,4,9,21,0,4,1,3,72,.83,.2985
15138,47,4,9,22,0,4,1,3,72,.83,.2985
15139,45,4,9,23,0,4,1,3,72,.83,.1642
15140,17,4,9,0,0,5,1,3,68,.88,.1642
15141,13,4,9,1,0,5,1,3,68,.88,0
15142,10,4,9,2,0,5,1,3,68,.88,.2985
15143,7,4,9,3,0,5,1,2,70,.83,.1343
15144,12,4,9,4,0,5,1,3,66,.88,.1045
15145,38,4,9,5,0,5,1,1,66,.88,0
15146,138,4,9,6,0,5,1,2,66,.94,.0896
15147,394,4,9,7,0,5,1,2,66,.94,0
15148,705,4,9,8,0,5,1,1,70,.83,.0896
15149,426,4,9,9,0,5,1,2,72,.83,.1045
15150,245,4,9,10,0,5,1,2,73,.78,.1343
15151,361,4,9,11,0,5,1,2,77,.69,0
15152,380,4,9,12,0,5,1,2,81,.54,.2537
15153,410,4,9,13,0,5,1,2,81,.51,.2537
15154,399,4,9,14,0,5,1,2,81,.54,.2537
15155,392,4,9,15,0,5,1,2,79,.54,.2836
15156,502,4,9,16,0,5,1,2,77,.5,.2239
15157,808,4,9,17,0,5,1,2,77,.54,.2985
15158,667,4,9,18,0,5,1,2,77,.5,.2239
15159,508,4,9,19,0,5,1,3,77,.5,.2537
15160,336,4,9,20,0,5,1,3,77,.53,.1642
15161,237,4,9,21,0,5,1,3,77,.53,.194
15162,220,4,9,22,0,5,1,2,68,.53,.2239
15163,190,4,9,23,0,5,1,2,66,.56,.194
15164,149,4,9,0,0,6,0,1,64,.6,.2239
15165,101,4,9,1,0,6,0,1,64,.6,.2239
15166,92,4,9,2,0,6,0,2,64,.56,.2239
15167,29,4,9,3,0,6,0,2,63,.59,.194
15168,14,4,9,4,0,6,0,1,63,.59,.2537
15169,15,4,9,5,0,6,0,1,61,.63,.194
15170,37,4,9,6,0,6,0,1,61,.63,.2537
15171,73,4,9,7,0,6,0,1,59,.67,.2836
15172,211,4,9,8,0,6,0,1,61,.68,.2836
15173,332,4,9,9,0,6,0,1,61,.63,.194
15174,472,4,9,10,0,6,0,1,64,.56,.2537
15175,663,4,9,11,0,6,0,1,66,.52,.2836
15176,682,4,9,12,0,6,0,1,77,.41,.2985
15177,686,4,9,13,0,6,0,1,77,.41,.2985
15178,750,4,9,14,0,6,0,1,77,.4,.2537
15179,727,4,9,15,0,6,0,1,77,.43,.2537
15180,722,4,9,16,0,6,0,1,77,.41,.2537
15181,712,4,9,17,0,6,0,1,77,.38,.3582
15182,594,4,9,18,0,6,0,1,66,.46,.194
15183,470,4,9,19,0,6,0,1,63,.55,.1642
15184,315,4,9,20,0,6,0,1,63,.55,.194
15185,292,4,9,21,0,6,0,1,63,.55,.1343
15186,221,4,9,22,0,6,0,1,61,.63,.1045
15187,196,4,9,23,0,6,0,1,61,.59,.0896
15188,147,4,9,0,0,0,0,1,61,.59,0
15189,116,4,9,1,0,0,0,1,61,.59,0
15190,92,4,9,2,0,0,0,1,59,.63,0
15191,58,4,9,3,0,0,0,1,57,.67,.0896
15192,7,4,9,4,0,0,0,1,57,.67,.0896
15193,10,4,9,5,0,0,0,1,55,.72,0
15194,22,4,9,6,0,0,0,1,55,.72,.0896
15195,57,4,9,7,0,0,0,1,55,.77,0
15196,144,4,9,8,0,0,0,1,59,.67,.1045
15197,285,4,9,9,0,0,0,1,63,.63,.1045
15198,479,4,9,10,0,0,0,1,68,.46,.1642
15199,591,4,9,11,0,0,0,1,77,.43,.2239
15200,680,4,9,12,0,0,0,1,77,.41,.2985
15201,594,4,9,13,0,0,0,1,77,.41,.2537
15202,612,4,9,14,0,0,0,1,77,.41,.2537
15203,649,4,9,15,0,0,0,1,77,.36,.2537
15204,648,4,9,16,0,0,0,1,77,.36,.2239
15205,575,4,9,17,0,0,0,1,77,.35,.2836
15206,401,4,9,18,0,0,0,1,63,.59,.4478
15207,257,4,9,19,0,0,0,3,61,.72,.1343
15208,194,4,9,20,0,0,0,3,61,.72,.1343
15209,123,4,9,21,0,0,0,1,61,.68,0
15210,91,4,9,22,0,0,0,1,59,.72,0
15211,57,4,9,23,0,0,0,1,59,.72,.0896
15212,45,4,10,0,0,1,1,1,57,.72,.1045
15213,18,4,10,1,0,1,1,1,55,.77,.0896
15214,12,4,10,2,0,1,1,1,57,.72,0
15215,7,4,10,3,0,1,1,1,55,.77,0
15216,10,4,10,4,0,1,1,1,54,.82,.1045
15217,36,4,10,5,0,1,1,1,55,.77,0
15218,155,4,10,6,0,1,1,1,55,.77,.1045
15219,483,4,10,7,0,1,1,1,55,.77,.1642
15220,784,4,10,8,0,1,1,2,57,.77,.1045
15221,340,4,10,9,0,1,1,2,63,.63,0
15222,179,4,10,10,0,1,1,1,64,.56,0
15223,272,4,10,11,0,1,1,1,68,.46,0
15224,323,4,10,12,0,1,1,2,77,.43,.1642
15225,305,4,10,13,0,1,1,2,77,.43,.1642
15226,244,4,10,14,0,1,1,2,77,.43,.1045
15227,329,4,10,15,0,1,1,2,77,.43,.1343
15228,459,4,10,16,0,1,1,2,77,.46,.2537
15229,856,4,10,17,0,1,1,3,66,.6,.2537
15230,613,4,10,18,0,1,1,3,66,.64,.1045
15231,516,4,10,19,0,1,1,2,64,.68,.1045
15232,262,4,10,20,0,1,1,3,64,.68,0
15233,218,4,10,21,0,1,1,2,64,.73,.1343
15234,207,4,10,22,0,1,1,3,64,.77,.0896
15235,105,4,10,23,0,1,1,3,64,.77,0
15236,31,4,10,0,0,2,1,2,66,.73,0
15237,11,4,10,1,0,2,1,2,64,.77,.1045
15238,2,4,10,2,0,2,1,2,64,.77,.1045
15239,5,4,10,3,0,2,1,2,64,.88,.194
15240,10,4,10,4,0,2,1,2,66,.83,.0896
15241,43,4,10,5,0,2,1,2,66,.83,.1343
15242,179,4,10,6,0,2,1,3,68,.83,.1045
15243,260,4,10,7,0,2,1,3,68,.83,.1045
15244,134,4,10,8,0,2,1,3,68,.88,0
15245,86,4,10,9,0,2,1,3,68,.88,.1343
15246,45,4,10,10,0,2,1,3,68,.88,.1343
15247,99,4,10,11,0,2,1,3,68,.94,.1343
15248,104,4,10,12,0,2,1,2,68,.88,.194
15249,154,4,10,13,0,2,1,2,68,.88,.1343
15250,163,4,10,14,0,2,1,3,68,.88,.1343
15251,209,4,10,15,0,2,1,3,72,.83,.1343
15252,374,4,10,16,0,2,1,3,70,.88,.1343
15253,715,4,10,17,0,2,1,3,70,.88,.1045
15254,687,4,10,18,0,2,1,3,68,.94,.0896
15255,395,4,10,19,0,2,1,3,68,.94,0
15256,306,4,10,20,0,2,1,3,68,.94,.1343
15257,289,4,10,21,0,2,1,3,68,.94,.1045
15258,240,4,10,22,0,2,1,2,68,.94,.1045
15259,98,4,10,23,0,2,1,2,68,.94,0
15260,52,4,10,0,0,3,1,3,68,.94,0
15261,19,4,10,1,0,3,1,2,68,.94,0
15262,9,4,10,2,0,3,1,2,68,.94,0
15263,7,4,10,3,0,3,1,2,64,.94,0
15264,11,4,10,4,0,3,1,2,63,1,0
15265,34,4,10,5,0,3,1,2,68,.94,.1045
15266,177,4,10,6,0,3,1,2,64,.94,.1343
15267,515,4,10,7,0,3,1,2,64,.94,.194
15268,809,4,10,8,0,3,1,2,70,.88,.1045
15269,362,4,10,9,0,3,1,2,72,.83,.194
15270,175,4,10,10,0,3,1,1,75,.78,.1642
15271,230,4,10,11,0,3,1,1,75,.78,.1642
15272,358,4,10,12,0,3,1,2,81,.7,.1045
15273,279,4,10,13,0,3,1,2,82,.74,.1045
15274,251,4,10,14,0,3,1,2,84,.7,.1642
15275,319,4,10,15,0,3,1,2,84,.62,.1642
15276,478,4,10,16,0,3,1,2,82,.58,0
15277,917,4,10,17,0,3,1,1,81,.65,0
15278,810,4,10,18,0,3,1,1,81,.65,0
15279,593,4,10,19,0,3,1,1,81,.65,0
15280,497,4,10,20,0,3,1,1,81,.65,0
15281,209,4,10,21,0,3,1,2,77,.74,0
15282,241,4,10,22,0,3,1,1,77,.74,0
15283,220,4,10,23,0,3,1,2,75,.78,0
15284,76,4,10,0,0,4,1,3,72,.89,0
15285,25,4,10,1,0,4,1,2,68,.94,0
15286,13,4,10,2,0,4,1,1,72,.89,0
15287,11,4,10,3,0,4,1,2,70,.88,0
15288,10,4,10,4,0,4,1,2,72,.89,0
15289,39,4,10,5,0,4,1,3,72,.89,.1045
15290,133,4,10,6,0,4,1,3,68,.94,.0896
15291,391,4,10,7,0,4,1,2,72,.89,.0896
15292,738,4,10,8,0,4,1,1,72,.89,0
15293,359,4,10,9,0,4,1,2,72,.89,.194
15294,177,4,10,10,0,4,1,2,75,.83,.1343
15295,214,4,10,11,0,4,1,2,81,.7,.1045
15296,288,4,10,12,0,4,1,2,82,.54,.194
15297,294,4,10,13,0,4,1,2,82,.58,.3284
15298,267,4,10,14,0,4,1,1,81,.61,.2537
15299,325,4,10,15,0,4,1,1,82,.54,.2836
15300,497,4,10,16,0,4,1,1,81,.54,.2836
15301,901,4,10,17,0,4,1,1,81,.51,.2239
15302,887,4,10,18,0,4,1,1,77,.57,.1045
15303,534,4,10,19,0,4,1,1,77,.57,.1045
15304,441,4,10,20,0,4,1,1,75,.65,.1045
15305,321,4,10,21,0,4,1,1,75,.69,0
15306,232,4,10,22,0,4,1,1,77,.47,.1343
15307,155,4,10,23,0,4,1,1,77,.56,.0896
15308,102,4,10,0,0,5,1,1,66,.73,0
15309,46,4,10,1,0,5,1,1,64,.68,.1045
15310,11,4,10,2,0,5,1,1,64,.73,.0896
15311,16,4,10,3,0,5,1,1,64,.73,0
15312,11,4,10,4,0,5,1,1,64,.77,0
15313,41,4,10,5,0,5,1,1,63,.77,0
15314,137,4,10,6,0,5,1,1,63,.83,0
15315,428,4,10,7,0,5,1,1,63,.83,.1045
15316,785,4,10,8,0,5,1,1,68,.64,0
15317,384,4,10,9,0,5,1,1,75,.6,.0896
15318,260,4,10,10,0,5,1,1,77,.54,0
15319,304,4,10,11,0,5,1,1,81,.48,.194
15320,468,4,10,12,0,5,1,1,81,.42,.1642
15321,424,4,10,13,0,5,1,1,81,.48,0
15322,400,4,10,14,0,5,1,1,81,.37,.2239
15323,470,4,10,15,0,5,1,1,81,.39,.2537
15324,634,4,10,16,0,5,1,1,81,.37,0
15325,900,4,10,17,0,5,1,1,79,.42,.1642
15326,761,4,10,18,0,5,1,1,77,.57,.1343
15327,500,4,10,19,0,5,1,1,73,.73,.1642
15328,372,4,10,20,0,5,1,1,72,.78,.1343
15329,267,4,10,21,0,5,1,1,73,.69,.2239
15330,264,4,10,22,0,5,1,1,73,.73,.2836
15331,171,4,10,23,0,5,1,1,68,.78,.2239
15332,191,4,10,0,0,6,0,1,66,.83,.1642
15333,141,4,10,1,0,6,0,1,66,.83,.2537
15334,75,4,10,2,0,6,0,1,66,.78,.194
15335,56,4,10,3,0,6,0,1,64,.77,.2239
15336,11,4,10,4,0,6,0,1,64,.83,.2537
15337,10,4,10,5,0,6,0,1,64,.83,.194
15338,30,4,10,6,0,6,0,1,64,.88,.2537
15339,84,4,10,7,0,6,0,1,64,.83,.2985
15340,206,4,10,8,0,6,0,1,66,.83,.194
15341,395,4,10,9,0,6,0,1,73,.73,.194
15342,539,4,10,10,0,6,0,1,75,.69,.2836
15343,647,4,10,11,0,6,0,1,75,.65,.2537
15344,743,4,10,12,0,6,0,1,81,.54,.1045
15345,710,4,10,13,0,6,0,2,77,.57,.5224
15346,576,4,10,14,0,6,0,2,77,.56,.4179
15347,620,4,10,15,0,6,0,1,77,.46,.4179
15348,659,4,10,16,0,6,0,1,77,.43,.5224
15349,610,4,10,17,0,6,0,1,64,.49,.3881
15350,495,4,10,18,0,6,0,1,63,.48,.4179
15351,341,4,10,19,0,6,0,1,59,.55,.2239
15352,247,4,10,20,0,6,0,1,59,.55,.2537
15353,215,4,10,21,0,6,0,1,57,.59,.1343
15354,185,4,10,22,0,6,0,1,55,.62,.1343
15355,179,4,10,23,0,6,0,1,55,.62,.1343
15356,127,4,10,0,0,0,0,1,55,.62,.1642
15357,109,4,10,1,0,0,0,1,55,.54,.2239
15358,74,4,10,2,0,0,0,1,54,.62,.1343
15359,22,4,10,3,0,0,0,2,55,.62,.1343
15360,11,4,10,4,0,0,0,2,55,.54,.2537
15361,10,4,10,5,0,0,0,2,55,.54,.1343
15362,23,4,10,6,0,0,0,2,55,.54,.194
15363,35,4,10,7,0,0,0,3,54,.58,.1642
15364,62,4,10,8,0,0,0,3,54,.67,.1343
15365,86,4,10,9,0,0,0,3,52,.71,.1343
15366,185,4,10,10,0,0,0,2,54,.67,.194
15367,336,4,10,11,0,0,0,2,54,.71,.1045
15368,392,4,10,12,0,0,0,2,54,.71,0
15369,320,4,10,13,0,0,0,2,55,.72,.0896
15370,314,4,10,14,0,0,0,2,55,.67,0
15371,306,4,10,15,0,0,0,3,54,.77,.1343
15372,333,4,10,16,0,0,0,3,52,.82,.1642
15373,157,4,10,17,0,0,0,3,52,.82,.2239
15374,106,4,10,18,0,0,0,3,52,.82,.194
15375,114,4,10,19,0,0,0,2,52,.82,.1045
15376,116,4,10,20,0,0,0,1,52,.82,.1343
15377,113,4,10,21,0,0,0,1,50,.87,.1045
15378,79,4,10,22,0,0,0,1,50,.87,.1343
15379,80,4,10,23,0,0,0,1,45,.93,.1343
15380,51,4,10,0,1,1,0,1,50,.76,.2836
15381,37,4,10,1,1,1,0,1,43,.87,.1642
15382,15,4,10,2,1,1,0,1,43,.81,.194
15383,10,4,10,3,1,1,0,1,45,.81,.1045
15384,7,4,10,4,1,1,0,1,43,.87,.1343
15385,19,4,10,5,1,1,0,1,41,.76,.2239
15386,59,4,10,6,1,1,0,1,45,.76,.1045
15387,154,4,10,7,1,1,0,2,43,.76,.1642
15388,397,4,10,8,1,1,0,2,45,.71,.2239
15389,332,4,10,9,1,1,0,2,50,.66,.1642
15390,298,4,10,10,1,1,0,2,50,.68,.1343
15391,308,4,10,11,1,1,0,2,52,.62,.0896
15392,341,4,10,12,1,1,0,2,54,.63,.1642
15393,405,4,10,13,1,1,0,2,54,.62,.194
15394,420,4,10,14,1,1,0,2,54,.58,.1045
15395,370,4,10,15,1,1,0,3,54,.58,.194
15396,377,4,10,16,1,1,0,3,54,.58,.194
15397,497,4,10,17,1,1,0,2,54,.66,.2537
15398,456,4,10,18,1,1,0,2,54,.66,.2836
15399,371,4,10,19,1,1,0,2,52,.71,.2537
15400,227,4,10,20,1,1,0,3,52,.71,.2239
15401,151,4,10,21,1,1,0,2,52,.76,.2239
15402,107,4,10,22,1,1,0,3,52,.76,.2537
15403,69,4,10,23,1,1,0,2,52,.71,.2239
15404,31,4,10,0,0,2,1,2,50,.82,.2239
15405,13,4,10,1,0,2,1,3,45,.87,.2239
15406,7,4,10,2,0,2,1,3,43,.87,.2537
15407,3,4,10,3,0,2,1,3,43,.87,.2836
15408,7,4,10,4,0,2,1,3,45,.87,.1642
15409,19,4,10,5,0,2,1,2,50,.82,.194
15410,143,4,10,6,0,2,1,2,50,.82,.2537
15411,362,4,10,7,0,2,1,1,50,.83,.2537
15412,713,4,10,8,0,2,1,2,54,.8,.194
15413,382,4,10,9,0,2,1,2,54,.77,.2239
15414,164,4,10,10,0,2,1,2,55,.75,.2239
15415,193,4,10,11,0,2,1,2,59,.69,.194
15416,260,4,10,12,0,2,1,2,59,.69,.194
15417,238,4,10,13,0,2,1,2,61,.67,.1343
15418,244,4,10,14,0,2,1,2,64,.64,.194
15419,254,4,10,15,0,2,1,2,63,.63,.1642
15420,424,4,10,16,0,2,1,2,61,.72,.1642
15421,806,4,10,17,0,2,1,2,63,.68,.1642
15422,784,4,10,18,0,2,1,2,61,.72,.2239
15423,514,4,10,19,0,2,1,2,61,.72,.1642
15424,360,4,10,20,0,2,1,2,61,.72,.1642
15425,225,4,10,21,0,2,1,2,59,.77,.1343
15426,162,4,10,22,0,2,1,2,59,.77,.0896
15427,84,4,10,23,0,2,1,2,59,.77,.0896
15428,33,4,10,0,0,3,1,2,57,.88,.0896
15429,8,4,10,1,0,3,1,2,57,.88,0
15430,8,4,10,2,0,3,1,2,57,.88,0
15431,6,4,10,3,0,3,1,2,57,.88,0
15432,6,4,10,4,0,3,1,2,57,.88,.1045
15433,40,4,10,5,0,3,1,2,57,.88,.0896
15434,175,4,10,6,0,3,1,2,57,.88,.0896
15435,507,4,10,7,0,3,1,1,57,.82,.1045
15436,839,4,10,8,0,3,1,1,61,.77,.1642
15437,366,4,10,9,0,3,1,1,64,.6,.2836
15438,217,4,10,10,0,3,1,1,66,.52,.2985
15439,291,4,10,11,0,3,1,1,64,.52,.194
15440,390,4,10,12,0,3,1,1,64,.56,.2239
15441,297,4,10,13,0,3,1,1,66,.49,0
15442,271,4,10,14,0,3,1,1,77,.4,.1642
15443,319,4,10,15,0,3,1,1,77,.4,.1642
15444,566,4,10,16,0,3,1,1,77,.4,.2239
15445,948,4,10,17,0,3,1,1,68,.43,.2239
15446,844,4,10,18,0,3,1,2,66,.49,.1642
15447,566,4,10,19,0,3,1,2,66,.46,.5821
15448,392,4,10,20,0,3,1,1,63,.48,.4925
15449,269,4,10,21,0,3,1,1,61,.51,.3582
15450,197,4,10,22,0,3,1,1,57,.55,.2985
15451,136,4,10,23,0,3,1,1,55,.58,.194
15452,42,4,10,0,0,4,1,1,55,.51,.1343
15453,11,4,10,1,0,4,1,1,55,.47,.194
15454,11,4,10,2,0,4,1,1,54,.5,.1343
15455,3,4,10,3,0,4,1,1,54,.47,.2985
15456,10,4,10,4,0,4,1,1,52,.5,.2537
15457,42,4,10,5,0,4,1,1,45,.5,.1642
15458,159,4,10,6,0,4,1,1,45,.5,.1642
15459,478,4,10,7,0,4,1,1,43,.5,.2537
15460,798,4,10,8,0,4,1,1,50,.46,.3881
15461,355,4,10,9,0,4,1,1,52,.43,.3881
15462,204,4,10,10,0,4,1,1,55,.41,.3582
15463,251,4,10,11,0,4,1,1,57,.36,0
15464,326,4,10,12,0,4,1,1,57,.36,0
15465,291,4,10,13,0,4,1,1,61,.31,.1045
15466,348,4,10,14,0,4,1,1,63,.32,.0896
15467,460,4,10,15,0,4,1,1,63,.34,.1642
15468,481,4,10,16,0,4,1,1,61,.36,.1343
15469,827,4,10,17,0,4,1,1,61,.39,.2836
15470,692,4,10,18,0,4,1,1,57,.44,.1642
15471,743,4,10,19,0,4,1,1,55,.51,.1343
15472,415,4,10,20,0,4,1,1,54,.62,.1642
15473,260,4,10,21,0,4,1,1,54,.62,.1343
15474,177,4,10,22,0,4,1,1,52,.66,.1642
15475,186,4,10,23,0,4,1,1,54,.58,.0896
15476,68,4,10,0,0,5,1,1,52,.66,.1045
15477,37,4,10,1,0,5,1,1,52,.66,.0896
15478,16,4,10,2,0,5,1,1,52,.66,.0896
15479,6,4,10,3,0,5,1,1,46,.76,.0896
15480,8,4,10,4,0,5,1,1,46,.76,.1045
15481,35,4,10,5,0,5,1,1,46,.81,.0896
15482,143,4,10,6,0,5,1,1,45,.81,.0896
15483,392,4,10,7,0,5,1,1,46,.81,.0896
15484,745,4,10,8,0,5,1,1,54,.71,.0896
15485,400,4,10,9,0,5,1,1,61,.39,.2985
15486,275,4,10,10,0,5,1,1,63,.36,.2985
15487,313,4,10,11,0,5,1,1,64,.37,.3582
15488,387,4,10,12,0,5,1,1,64,.39,.4627
15489,381,4,10,13,0,5,1,1,66,.37,.3881
15490,371,4,10,14,0,5,1,1,66,.37,.4627
15491,455,4,10,15,0,5,1,1,63,.42,.4478
15492,520,4,10,16,0,5,1,1,57,.41,.3582
15493,837,4,10,17,0,5,1,1,57,.38,.3881
15494,642,4,10,18,0,5,1,1,55,.38,.2985
15495,493,4,10,19,0,5,1,1,54,.41,.2239
15496,308,4,10,20,0,5,1,1,54,.47,.1343
15497,190,4,10,21,0,5,1,1,52,.54,.194
15498,160,4,10,22,0,5,1,1,52,.47,.2985
15499,100,4,10,23,0,5,1,1,45,.57,.194
15500,249,4,10,0,0,6,0,1,46,.57,.0896
15501,146,4,10,1,0,6,0,1,43,.53,.1343
15502,67,4,10,2,0,6,0,1,43,.53,.194
15503,15,4,10,3,0,6,0,1,39,.66,.2239
15504,11,4,10,4,0,6,0,1,39,.65,.1642
15505,11,4,10,5,0,6,0,1,37,.61,.194
15506,28,4,10,6,0,6,0,1,37,.61,.194
15507,70,4,10,7,0,6,0,1,39,.61,.1642
15508,174,4,10,8,0,6,0,1,45,.53,.1045
15509,266,4,10,9,0,6,0,1,46,.5,.0896
15510,347,4,10,10,0,6,0,1,52,.43,0
15511,527,4,10,11,0,6,0,1,54,.35,.1343
15512,573,4,10,12,0,6,0,1,55,.35,0
15513,670,4,10,13,0,6,0,1,57,.36,.194
15514,597,4,10,14,0,6,0,1,59,.33,.194
15515,615,4,10,15,0,6,0,1,61,.36,.194
15516,637,4,10,16,0,6,0,1,61,.31,.194
15517,528,4,10,17,0,6,0,1,57,.38,.1642
15518,473,4,10,18,0,6,0,1,57,.44,.1343
15519,332,4,10,19,0,6,0,1,55,.44,.1642
15520,255,4,10,20,0,6,0,1,52,.54,.0896
15521,204,4,10,21,0,6,0,1,52,.58,.194
15522,189,4,10,22,0,6,0,1,52,.62,0
15523,125,4,10,23,0,6,0,1,54,.58,.2985
15524,111,4,10,0,0,0,0,1,52,.71,.2537
15525,112,4,10,1,0,0,0,1,54,.77,.2836
15526,66,4,10,2,0,0,0,1,52,.76,.0896
15527,28,4,10,3,0,0,0,1,54,.77,.2985
15528,12,4,10,4,0,0,0,1,54,.77,.2836
15529,11,4,10,5,0,0,0,1,52,.82,.194
15530,24,4,10,6,0,0,0,1,52,.82,.1642
15531,51,4,10,7,0,0,0,1,54,.82,.2239
15532,132,4,10,8,0,0,0,1,55,.77,.194
15533,223,4,10,9,0,0,0,2,59,.67,.2836
15534,428,4,10,10,0,0,0,1,64,.56,.194
15535,494,4,10,11,0,0,0,1,66,.52,.2985
15536,562,4,10,12,0,0,0,1,77,.46,.3284
15537,619,4,10,13,0,0,0,1,77,.41,.4478
